"Animal","Condition","Date","Type","Name","Rescue ID","Species"
"Jordan","Healthy","6/10/2018 3:40 PM","Adoption","Jordan","D180285","Dog"
"Christina","Healthy","6/10/2018 3:43 PM","Adoption","Christina","C180237","Cat"
"Diego","Healthy","6/10/2018 4:08 PM","Adoption","Diego","C180140","Cat"
"Stitch","Healthy","6/10/2018 4:28 PM","Adoption","Stitch","D180289","Dog"
"Margaritaville","Healthy","6/10/2018 4:38 PM","Adoption","Margaritaville","C180164","Cat"
"Titan","Healthy","6/10/2018 4:55 PM","Adoption","Titan","C180196","Cat"
"Lulu","Healthy","6/11/2018 3:48 PM","Return to Owner","Lulu","D160309","Dog"
"Poppy","Healthy","6/11/2018 3:48 PM","Return to Owner","Poppy","D170189","Dog"
"Tango","Treatable - Manageable","6/11/2018 3:55 PM","Adoption","Tango","C170356","Cat"
"Aurora","Healthy","6/11/2018 4:05 PM","Return to Owner","Aurora","D170220","Dog"
"Rooney","Healthy","6/11/2018 4:06 PM","Return to Owner","Rooney","D170219","Dog"
"Chaps","Healthy","6/12/2018 3:16 PM","Adoption","Chaps","C180186","Cat"
"Pretty Mama","Healthy","6/13/2018 7:50 AM","Adoption","Pretty Mama","C180172","Cat"
"Quinn","Healthy","6/13/2018 7:59 AM","Adoption","Quinn","C180227","Cat"
"Peaches","Healthy","6/13/2018 7:32 PM","Adoption","Peaches","D180252","Dog"
"Ignacio","Healthy","6/13/2018 7:51 PM","Adoption","Ignacio","D180287","Dog"
"Cricket","Healthy","6/14/2018 8:04 PM","Adoption","Cricket","C180155","Cat"
"Piper","Healthy","6/14/2018 8:06 PM","Adoption","Piper","C180246","Cat"
"Fox","Healthy","6/14/2018 8:20 PM","Return to Owner","Fox","D170076","Dog"
"Wendell","Healthy","6/15/2018 1:40 PM","Adoption","Wendell","D180220","Dog"
"Annie","Healthy","6/15/2018 2:48 PM","Adoption","Annie","D180288","Dog"
"Fox","Healthy","6/15/2018 5:08 PM","Adoption","Fox","D170076","Dog"
"Jordan","Treatable - Manageable","6/15/2018 5:19 PM","Transfer","Jordan","D180296","Dog"
"Camryn","Healthy","6/15/2018 8:15 PM","Adoption","Camryn","C180169","Cat"
"Jensen","Healthy","6/15/2018 8:18 PM","Adoption","Jensen","D180250","Dog"
"Ruby","Healthy","6/15/2018 8:20 PM","Adoption","Ruby","D180247","Dog"
"Remy","Healthy","6/15/2018 8:31 PM","Adoption","Remy","D180248","Dog"
"Joby","Healthy","6/15/2018 8:31 PM","Adoption","Joby","D180249","Dog"
"Dory","Healthy","6/15/2018 8:40 PM","Adoption","Dory","D180291","Dog"
"Lola","Healthy","6/16/2018 2:31 PM","Adoption","Lola","D180294","Dog"
"Loli","Healthy","6/16/2018 10:23 PM","Adoption","Loli","C180084","Cat"
"Luna","Healthy","6/17/2018 11:27 AM","Adoption","Luna","C180228","Cat"
"Joseph","Healthy","6/17/2018 11:31 AM","Adoption","Joseph","C180241","Cat"
"Judas","Healthy","6/17/2018 11:33 AM","Adoption","Judas","C180242","Cat"
"Eclair","Healthy","6/17/2018 4:03 PM","Adoption","Eclair","D180305","Dog"
"Aaliyah","Healthy","6/17/2018 4:06 PM","Return to Owner","Aaliyah","C170384","Cat"
"Amaretto","Healthy","6/17/2018 5:41 PM","Adoption","Amaretto","D180303","Dog"
"Truffle","Healthy","6/17/2018 5:52 PM","Adoption","Truffle","D180304","Dog"
"Flapjack","Healthy","6/17/2018 8:43 PM","Adoption","Flapjack","C180201","Cat"
"Hermoine","Healthy","6/18/2018 3:53 PM","Adoption","Hermoine","C180148","Cat"
"Millie","Healthy","6/18/2018 3:54 PM","Adoption","Millie","D180180","Dog"
"Paris","Healthy","6/18/2018 7:56 PM","Return to Owner","Paris","D170241","Dog"
"Hazel","Healthy","6/19/2018 3:54 PM","Adoption","Hazel","D180302","Dog"
"Philip","Healthy","6/19/2018 5:41 PM","Adoption","Philip","D170335","Dog"
"Spencer","Healthy","6/19/2018 7:15 PM","Transfer","Spencer","D180308","Dog"
"Umbra","Unhealthy and Untreatable","6/19/2018 7:18 PM","Euthanasia","Umbra","C180248","Cat"
"Ivan","Healthy","6/21/2018 7:26 PM","Adoption","Ivan","C180274","Cat"
"Pancake","Healthy","6/21/2018 9:27 PM","Adoption","Pancake","C180202","Cat"
"Carmel","Healthy","6/22/2018 12:48 PM","Return to Owner","Carmel","C180097","Cat"
"Rigby","Healthy","6/22/2018 12:59 PM","Adoption","Rigby","D180292","Dog"
"Shiney","Healthy","6/22/2018 5:43 PM","Adoption","Shiney","D180310","Dog"
"Mimolette","Treatable - Manageable","6/22/2018 6:04 PM","Adoption","Mimolette","D180200","Dog"
"Theo","Healthy","6/22/2018 7:58 PM","Adoption","Theo","D180307","Dog"
"Ragnar","Healthy","6/22/2018 8:50 PM","Adoption","Ragnar","C180260","Cat"
"Oreo","Healthy","6/23/2018 2:57 PM","Adoption","Oreo","C180120","Cat"
"Myrtle","Healthy","6/23/2018 5:00 PM","Adoption","Myrtle","C180151","Cat"
"Carmel","Healthy","6/24/2018 2:52 PM","Adoption","Carmel","C180097","Cat"
"Luna","Healthy","6/24/2018 3:35 PM","Return to Owner","Luna","D180309","Dog"
"Pudgy","Healthy","6/24/2018 3:46 PM","Return to Owner","Pudgy","D180055","Dog"
"Razz","Healthy","6/24/2018 6:06 PM","Return to Owner","Razz","C180096","Cat"
"Ruffles","Healthy","6/24/2018 6:23 PM","Return to Owner","Ruffles","C180095","Cat"
"Rocky","Healthy","6/24/2018 6:40 PM","Return to Owner","Rocky","C180094","Cat"
"Waffle","Healthy","6/25/2018 7:56 AM","Adoption","Waffle","C180203","Cat"
"Short Stack","Healthy","6/25/2018 7:57 AM","Adoption","Short Stack","C180200","Cat"
"Mocha","Healthy","6/25/2018 8:00 AM","Adoption","Mocha","C180208","Cat"
"Benny","Healthy","6/26/2018 4:34 PM","Adoption","Benny","D180300","Dog"
"Reign","Healthy","6/26/2018 5:59 PM","Adoption","Reign","D180293","Dog"
"Layla","Healthy","6/26/2018 7:16 PM","Adoption","Layla","C180132","Cat"
"Charlotte","Healthy","6/26/2018 7:24 PM","Adoption","Charlotte","C180199","Cat"
"Biscuit","Healthy","6/26/2018 8:08 PM","Adoption","Biscuit","D180301","Dog"
"Octavia","Healthy","6/27/2018 3:16 PM","Adoption","Octavia","C180262","Cat"
"Kush","Healthy","6/27/2018 3:27 PM","Return to Owner","Kush","D180320","Dog"
"Apollo","Healthy","6/27/2018 4:45 PM","Adoption","Apollo","D180298","Dog"
"Anna Banana","Healthy","6/27/2018 6:40 PM","Adoption","Anna Banana","C180296","Cat"
"Eir","Healthy","6/27/2018 6:54 PM","Adoption","Eir","C180230","Cat"
"Humphrey","Deceased","6/28/2018 11:31 AM","Deceased","Humphrey","C180244","Cat"
"Brody","Healthy","6/28/2018 4:37 PM","Adoption","Brody","D180290","Dog"
"Lucilla","Healthy","6/28/2018 4:39 PM","Adoption","Lucilla","D180313","Dog"
"Dottie","Healthy","6/29/2018 10:42 AM","Adoption","Dottie","C180171","Cat"
"Indira","Healthy","6/29/2018 10:47 AM","Adoption","Indira","C180275","Cat"
"Gracie","Healthy","6/29/2018 5:35 PM","Return to Owner","Gracie","D180251","Dog"
"Leroy","Healthy","6/29/2018 8:33 PM","Adoption","Leroy","D150007","Dog"
"Kona","Healthy","6/30/2018 11:51 AM","Return to Owner","Kona","D110029","Dog"
"Artemis","Healthy","6/30/2018 2:20 PM","Adoption","Artemis","D180297","Dog"
"Gimli","Healthy","6/30/2018 4:51 PM","Adoption","Gimli","C180259","Cat"
"Magni","Healthy","6/30/2018 4:54 PM","Adoption","Magni","C180232","Cat"
"Murphy","Healthy","6/30/2018 5:56 PM","Adoption","Murphy","D180315","Dog"
"Bugsy","Healthy","6/30/2018 6:48 PM","Return to Owner","Bugsy","D180322","Dog"
"Malone","Healthy","6/30/2018 6:51 PM","Return to Owner","Malone","D180323","Dog"
"Beth","Healthy","7/1/2018 9:04 AM","Adoption","Beth","C180239","Cat"
"Esther","Healthy","7/1/2018 9:04 AM","Adoption","Esther","C180240","Cat"
"Eve","Healthy","7/1/2018 3:44 PM","Adoption","Eve","C180238","Cat"
"Chance","Healthy","7/1/2018 6:57 PM","Adoption","Chance","D180207","Dog"
"Egil","Healthy","7/1/2018 6:57 PM","Adoption","Egil","C180231","Cat"
"Stray Tempe","Healthy","7/1/2018 7:02 PM","Transfer","Stray Tempe","D180324","Dog"
"Remy","Healthy","7/2/2018 1:11 PM","Adoption","Remy","C180157","Cat"
"Rue","Healthy","7/2/2018 1:12 PM","Adoption","Rue","C180158","Cat"
"Cedric","Healthy","7/2/2018 1:39 PM","Transfer","Cedric","D180328","Dog"
"Ruger","Healthy","7/2/2018 1:55 PM","Return to Owner","Ruger","D180327","Dog"
"Ham","Unhealthy and Untreatable","7/2/2018 2:08 PM","Euthanasia","Ham","C180277","Cat"
"Monty","Treatable - Manageable","7/2/2018 7:28 PM","Adoption","Monty","D180245","Dog"
"Tundra","Healthy","7/3/2018 8:34 AM","Adoption","Tundra","C180125","Cat"
"Glacier","Healthy","7/3/2018 8:35 AM","Adoption","Glacier","C180126","Cat"
"Gypsy","Healthy","7/3/2018 2:07 PM","Transfer","Gypsy","D180329","Dog"
"Scottie","Healthy","7/3/2018 2:07 PM","Transfer","Scottie","D180330","Dog"
"Shih Tzu PD 1","Healthy","7/3/2018 2:25 PM","Return to Owner","Shih Tzu PD 1","D180331","Dog"
"Shih Tzu PD 2","Healthy","7/3/2018 2:27 PM","Return to Owner","Shih Tzu PD 2","D180332","Dog"
"Violet","Healthy","7/3/2018 3:13 PM","Adoption","Violet","D180319","Dog"
"Sally","Healthy","7/3/2018 6:20 PM","Return to Owner","Sally","D180325","Dog"
"Chico","Healthy","7/4/2018 5:51 PM","Return to Owner","Chico","D170211","Dog"
"Mabel","Healthy","7/5/2018 2:31 PM","Adoption","Mabel","D180244","Dog"
"Zed","Healthy","7/5/2018 5:43 PM","Adoption","Zed","C180223","Cat"
"Toto","Healthy","7/6/2018 1:17 PM","Return to Owner","Toto","D180272","Dog"
"Denver","Healthy","7/6/2018 3:35 PM","Adoption","Denver","D180299","Dog"
"Bru","Healthy","7/6/2018 6:06 PM","Adoption","Bru","C180276","Cat"
"Logan","Healthy","7/6/2018 8:19 PM","Adoption","Logan","C180247","Cat"
"Miles","Healthy","7/7/2018 1:45 PM","Adoption","Miles","D180337","Dog"
"Steven","Healthy","7/7/2018 3:17 PM","Adoption","Steven","D180316","Dog"
"Carter","Healthy","7/7/2018 5:17 PM","Return to Owner","Carter","D150156","Dog"
"Bubbles","Healthy","7/7/2018 5:33 PM","Adoption","Bubbles","D180312","Dog"
"Gimli","Healthy","7/8/2018 3:07 PM","Adoption","Gimli","C180259","Cat"
"Lily","Healthy","7/8/2018 5:32 PM","Adoption","Lily","C180215","Cat"
"Duke","Healthy","7/8/2018 5:40 PM","Adoption","Duke","D180317","Dog"
"Bonita","Healthy","7/9/2018 1:52 PM","Adoption","Bonita","C180254","Cat"
"Shiney","Healthy","7/9/2018 3:39 PM","Adoption","Shiney","D180310","Dog"
"Taz","Healthy","7/10/2018 3:40 PM","Adoption","Taz","D180225","Dog"
"Hamilton","Healthy","7/10/2018 4:50 PM","Adoption","Hamilton","C180063","Cat"
"Modi","Healthy","7/11/2018 6:19 PM","Adoption","Modi","C180233","Cat"
"Morwenna","Healthy","7/11/2018 7:28 PM","Adoption","Morwenna","C180165","Cat"
"Hunter","Healthy","7/12/2018 12:40 PM","Return to Owner","Hunter","D180169","Dog"
"Nola","Healthy","7/12/2018 1:54 PM","Adoption","Nola","D180338","Dog"
"Despacito","Healthy","7/13/2018 3:40 PM","Adoption","Despacito","C180162","Cat"
"Fuzzbert","Healthy","7/13/2018 3:41 PM","Adoption","Fuzzbert","C180161","Cat"
"Jake","Healthy","7/13/2018 5:34 PM","Adoption","Jake","C180271","Cat"
"Marge","Unhealthy and Untreatable","7/13/2018 6:37 PM","Transfer","Marge","C180040","Cat"
"Butterfly","Healthy","7/13/2018 8:40 PM","Adoption","Butterfly","C180138","Cat"
"Gracie","Healthy","7/13/2018 8:45 PM","Adoption","Gracie","D180251","Dog"
"Everett","Healthy","7/14/2018 2:26 PM","Adoption","Everett","C180245","Cat"
"Lloyd","Healthy","7/14/2018 2:49 PM","Return to Owner","Lloyd","D180356","Dog"
"Clarita","Healthy","7/14/2018 5:49 PM","Adoption","Clarita","C180243","Cat"
"Ziggy","Healthy","7/14/2018 6:19 PM","Adoption","Ziggy","D180344","Dog"
"Grasshopper","Healthy","7/14/2018 6:27 PM","Adoption","Grasshopper","C180280","Cat"
"Sammie","Healthy","7/14/2018 6:27 PM","Adoption","Sammie","D180341","Dog"
"Essie","Healthy","7/14/2018 6:29 PM","Adoption","Essie","C180170","Cat"
"Arya","Healthy","7/15/2018 7:27 AM","Adoption","Arya","C180174","Cat"
"George","Healthy","7/15/2018 7:31 AM","Adoption","George","C180218","Cat"
"Shadowy","Healthy","7/15/2018 7:36 AM","Adoption","Shadowy","C180176","Cat"
"Percy","Healthy","7/15/2018 8:15 AM","Adoption","Percy","C180177","Cat"
"Cayden","Healthy","7/15/2018 8:26 AM","Adoption","Cayden","C180173","Cat"
"Mambo No. 5","Healthy","7/15/2018 3:07 PM","Adoption","Mambo No. 5","C180163","Cat"
"Lincoln","Healthy","7/15/2018 3:57 PM","Adoption","Lincoln","D180350","Dog"
"Jules","Healthy","7/15/2018 4:47 PM","Return to Owner","Jules","C180129","Cat"
"Graham","Healthy","7/15/2018 7:15 PM","Adoption","Graham","C180183","Cat"
"Calliope","Healthy","7/16/2018 1:47 PM","Return to Owner","Calliope","C180312","Cat"
"Rocket","Healthy","7/16/2018 1:48 PM","Return to Owner","Rocket","C180311","Cat"
"Snickerdoodle","Healthy","7/17/2018 3:05 PM","Adoption","Snickerdoodle","D180351","Dog"
"Eric","Healthy","7/17/2018 5:02 PM","Adoption","Eric","D170342","Dog"
"Harper","Healthy","7/17/2018 7:01 PM","Adoption","Harper","D180348","Dog"
"Shiloh","Treatable - Rehabilitatable","7/18/2018 2:46 PM","Adoption","Shiloh","D180347","Dog"
"Frankie","Healthy","7/18/2018 2:58 PM","Adoption","Frankie","D180340","Dog"
"Lexie","Healthy","7/18/2018 4:15 PM","Return to Owner","Lexie","D180279","Dog"
"Sophie","Treatable - Rehabilitatable","7/18/2018 4:16 PM","Return to Owner","Sophie","D170166","Dog"
"Sauron","Healthy","7/18/2018 5:29 PM","Adoption","Sauron","C180261","Cat"
"Lexi","Healthy","7/18/2018 6:18 PM","Return to Owner","Lexi","D170167","Dog"
"Hanson","Treatable - Manageable","7/18/2018 7:22 PM","Adoption","Hanson","D180349","Dog"
"Chai","Healthy","7/18/2018 8:22 PM","Adoption","Chai","C180309","Cat"
"Cinnamon","Healthy","7/18/2018 9:01 PM","Adoption","Cinnamon","C180184","Cat"
"Kit Kat","Healthy","7/19/2018 1:01 PM","Adoption","Kit Kat","C180038","Cat"
"Mitzi","Healthy","7/19/2018 4:23 PM","Return to Owner","Mitzi","C180303","Cat"
"Winkie","Healthy","7/19/2018 4:24 PM","Return to Owner","Winkie","C180302","Cat"
"Theo","Healthy","7/19/2018 8:13 PM","Adoption","Theo","D180364","Dog"
"Bama","Healthy","7/19/2018 8:45 PM","Adoption","Bama","D180358","Dog"
"Buddy","Healthy","7/20/2018 6:00 PM","Transfer","Buddy","D180366","Dog"
"Shaba","Healthy","7/20/2018 8:04 PM","Adoption","Shaba","D180359","Dog"
"Bart","Healthy","7/20/2018 8:06 PM","Adoption","Bart","D180357","Dog"
"Rocky","Treatable - Manageable","7/20/2018 8:48 PM","Return to Owner","Rocky","D180354","Dog"
"Daisy","Healthy","7/21/2018 3:50 PM","Adoption","Daisy","D180152","Dog"
"Luna","Healthy","7/21/2018 5:12 PM","Adoption","Luna","C180149","Cat"
"Tiara","Treatable - Manageable","7/21/2018 5:52 PM","Adoption","Tiara","D180333","Dog"
"Dee","Healthy","7/21/2018 5:54 PM","Adoption","Dee","C180219","Cat"
"Tostada","Healthy","7/21/2018 7:31 PM","Transfer","Tostada","D180367","Dog"
"Chimichanga","Healthy","7/21/2018 7:33 PM","Transfer","Chimichanga","D180368","Dog"
"Prudence","Healthy","7/21/2018 7:49 PM","Adoption","Prudence","C180168","Cat"
"Apricot","Healthy","7/21/2018 7:51 PM","Adoption","Apricot","C180182","Cat"
"Lil Bit","Healthy","7/21/2018 8:01 PM","Return to Owner","Lil Bit","D180355","Dog"
"Jesse","Healthy","7/22/2018 7:15 AM","Adoption","Jesse","C180142","Cat"
"Thin Mint","Healthy","7/22/2018 12:47 PM","Adoption","Thin Mint","D180352","Dog"
"Cana","Treatable - Rehabilitatable","7/22/2018 1:40 PM","Return to Owner","Cana","D180335","Dog"
"Ashley","Treatable - Rehabilitatable","7/22/2018 1:40 PM","Return to Owner","Ashley","D180334","Dog"
"Lily","Healthy","7/22/2018 4:08 PM","Adoption","Lily","D180314","Dog"
"Ginny","Healthy","7/22/2018 4:12 PM","Adoption","Ginny","C180150","Cat"
"Tapatio","Healthy","7/23/2018 12:50 PM","Adoption","Tapatio","C180297","Cat"
"Cholula","Healthy","7/24/2018 9:01 AM","Adoption","Cholula","C180298","Cat"
"Chanel","Healthy","7/24/2018 2:58 PM","Adoption","Chanel","C180263","Cat"
"Mabel","Healthy","7/24/2018 8:32 PM","Return to Owner","Mabel","D180244","Dog"
"Baloo","Healthy","7/24/2018 8:44 PM","Adoption","Baloo","C180152","Cat"
"Baby","Healthy","7/25/2018 1:51 PM","Return to Owner","Baby","C180079","Cat"
"Duchess","Healthy","7/25/2018 4:02 PM","Adoption","Duchess","D180318","Dog"
"Lucy Lou","Healthy","7/25/2018 6:03 PM","Adoption","Lucy Lou","D180370","Dog"
"Sabrina","Healthy","7/26/2018 5:10 PM","Adoption","Sabrina","D180371","Dog"
"Jack","Healthy","7/26/2018 8:53 PM","Return to Owner","Jack","D180360","Dog"
"Pryde","Healthy","7/27/2018 2:50 PM","Adoption","Pryde","D180361","Dog"
"Gambit","Healthy","7/27/2018 5:02 PM","Adoption","Gambit","D180363","Dog"
"Rogue","Healthy","7/27/2018 5:06 PM","Adoption","Rogue","D180362","Dog"
"Rocky Raccoon","Healthy","7/27/2018 5:45 PM","Adoption","Rocky Raccoon","C180330","Cat"
"Tico","Healthy","7/27/2018 8:45 PM","Adoption","Tico","C180332","Cat"
"Honey","Healthy","7/28/2018 12:43 PM","Adoption","Honey","C110204","Cat"
"Balto","Healthy","7/28/2018 3:42 PM","Adoption","Balto","D180372","Dog"
"Mini Cooper","Healthy","7/28/2018 6:15 PM","Return to Owner","Mini Cooper","D180229","Dog"
"Pepper","Healthy","7/28/2018 6:20 PM","Return to Owner","Pepper","D140001","Dog"
"Monk","Healthy","7/28/2018 6:24 PM","Adoption","Monk","C180286","Cat"
"Texas Pete","Healthy","7/29/2018 11:05 AM","Adoption","Texas Pete","C180315","Cat"
"Billy","Healthy","7/29/2018 11:09 AM","Adoption","Billy","C180270","Cat"
"Franks RedHot","Healthy","7/29/2018 11:11 AM","Adoption","Franks RedHot","C180299","Cat"
"Bonnie","Healthy","7/29/2018 11:16 AM","Adoption","Bonnie","C180268","Cat"
"Carrie","Healthy","7/29/2018 11:20 AM","Adoption","Carrie","C180266","Cat"
"Marble","Healthy","7/29/2018 1:57 PM","Transfer","Marble","D180384","Dog"
"Zelda","Healthy","7/29/2018 2:00 PM","Return to Owner","Zelda","D180379","Dog"
"Paris","Healthy","7/29/2018 2:44 PM","Return to Owner","Paris","D170241","Dog"
"Monkey","Healthy","7/29/2018 3:10 PM","Adoption","Monkey","C180160","Cat"
"Magni","Treatable - Manageable","7/29/2018 6:21 PM","Adoption","Magni","C180232","Cat"
"Prince Sparkle","Healthy","7/29/2018 6:41 PM","Adoption","Prince Sparkle","C180141","Cat"
"Cali","Unhealthy and Untreatable","7/31/2018 1:07 PM","Transfer","Cali","D180382","Dog"
"Bugsy","Healthy","7/31/2018 2:51 PM","Adoption","Bugsy","C180273","Cat"
"Cupcake","Healthy","7/31/2018 7:39 PM","Adoption","Cupcake","C180279","Cat"
"Lobo","Healthy","7/31/2018 7:43 PM","Return to Owner","Lobo","D180373","Dog"
"Gunner","Healthy","7/31/2018 7:43 PM","Return to Owner","Gunner","D180374","Dog"
"Little Man","Healthy","7/31/2018 8:45 PM","Adoption","Little Man","D180339","Dog"
"Mom Cat 1","Unhealthy and Untreatable","8/1/2018 1:17 PM","Transfer","Mom Cat 1","C180351","Cat"
"Thor","Healthy","8/1/2018 2:31 PM","Adoption","Thor","C180251","Cat"
"Loki","Healthy","8/1/2018 2:31 PM","Adoption","Loki","C180252","Cat"
"Bailee","Healthy","8/1/2018 2:56 PM","Adoption","Bailee","D180375","Dog"
"Rusty","Deceased","8/1/2018 5:46 PM","Euthanasia","Rusty","D180386","Dog"
"Ralph","Healthy","8/1/2018 5:57 PM","Transfer","Ralph","D180387","Dog"
"Oliver","Healthy","8/1/2018 6:15 PM","Transfer","Oliver","D180326","Dog"
"Champagne","Healthy","8/1/2018 8:30 PM","Adoption","Champagne","C180335","Cat"
"Kanga","Healthy","8/1/2018 9:15 PM","Adoption","Kanga","D180311","Dog"
"Elsie","Healthy","8/1/2018 9:17 PM","Adoption","Elsie","D180385","Dog"
"Bagheera","Healthy","8/2/2018 8:04 AM","Adoption","Bagheera","C180153","Cat"
"Marilyn Monroe","Healthy","8/2/2018 4:08 PM","Adoption","Marilyn Monroe","D180369","Dog"
"Spronkles","Healthy","8/3/2018 2:22 PM","Adoption","Spronkles","C180284","Cat"
"Juniper","Healthy","8/3/2018 3:48 PM","Adoption","Juniper","D180346","Dog"
"Baby Cat 1","Unhealthy and Untreatable","8/3/2018 4:20 PM","Transfer","Baby Cat 1","C180353","Cat"
"Baby Cat 2","Unhealthy and Untreatable","8/3/2018 4:26 PM","Transfer","Baby Cat 2","C180354","Cat"
"Pecan","Healthy","8/3/2018 8:15 PM","Adoption","Pecan","D180377","Dog"
"Marley","Healthy","8/4/2018 1:39 PM","Adoption","Marley","D180378","Dog"
"Mom Cat 2","Unhealthy and Untreatable","8/4/2018 1:59 PM","Transfer","Mom Cat 2","C180352","Cat"
"Caramel","Healthy","8/4/2018 5:30 PM","Adoption","Caramel","D180376","Dog"
"Thelma","Healthy","8/4/2018 7:08 PM","Adoption","Thelma","C180269","Cat"
"Beijing","Healthy","8/4/2018 7:18 PM","Adoption","Beijing","D180388","Dog"
"OJ","Healthy","8/4/2018 7:30 PM","Adoption","OJ","C180334","Cat"
"Remus","Healthy","8/5/2018 12:26 PM","Adoption","Remus","C170493","Cat"
"Romulus","Healthy","8/5/2018 12:28 PM","Adoption","Romulus","C170494","Cat"
"Duchess","Healthy","8/5/2018 3:05 PM","Adoption","Duchess","C180222","Cat"
"Bubbles","Healthy","8/5/2018 3:07 PM","Adoption","Bubbles","C180145","Cat"
"Sasha","Healthy","8/5/2018 3:10 PM","Adoption","Sasha","C180064","Cat"
"Ewok","Healthy","8/5/2018 5:13 PM","Adoption","Ewok","C180144","Cat"
"Spider","Healthy","8/5/2018 6:22 PM","Adoption","Spider","C180290","Cat"
"Razz","Healthy","8/5/2018 6:28 PM","Adoption","Razz","C180096","Cat"
"Sleepy","Unhealthy and Untreatable","8/6/2018 2:15 PM","Deceased","Sleepy","C180343","Cat"
"Baby Cat 3","Unhealthy and Untreatable","8/6/2018 3:22 PM","Transfer","Baby Cat 3","C180355","Cat"
"Fenrir","Unhealthy and Untreatable","8/6/2018 3:23 PM","Transfer","Fenrir","C180348","Cat"
"Lilith","Unhealthy and Untreatable","8/6/2018 3:23 PM","Transfer","Lilith","C180349","Cat"
"Ishtar","Unhealthy and Untreatable","8/6/2018 3:23 PM","Transfer","Ishtar","C180350","Cat"
"Baby Cat 4","Unhealthy and Untreatable","8/6/2018 3:23 PM","Transfer","Baby Cat 4","C180356","Cat"
"Baby Cat 5","Unhealthy and Untreatable","8/6/2018 3:23 PM","Transfer","Baby Cat 5","C180357","Cat"
"Otto","Healthy","8/6/2018 4:23 PM","Adoption","Otto","C180167","Cat"
"Tempe PD Stray 8/7/18","Unhealthy and Untreatable","8/7/2018 1:18 PM","Transfer","Tempe PD Stray 8/7/18","D180404","Dog"
"Silvia","Healthy","8/7/2018 3:56 PM","Adoption","Silvia","C180143","Cat"
"Ghost","Healthy","8/7/2018 4:42 PM","Adoption","Ghost","C180337","Cat"
"Jax","Healthy","8/7/2018 8:05 PM","Adoption","Jax","D180403","Dog"
"Tootsie","Healthy","8/8/2018 2:33 PM","Adoption","Tootsie","D180398","Dog"
"Sammie","Healthy","8/8/2018 5:49 PM","Adoption","Sammie","D180341","Dog"
"Lemon","Healthy","8/8/2018 6:09 PM","Adoption","Lemon","C180234","Cat"
"Clark","Healthy","8/9/2018 7:47 PM","Adoption","Clark","D180345","Dog"
"Cho","Healthy","8/10/2018 2:15 PM","Return to Owner","Cho","D180219","Dog"
"Bowser","Healthy","8/10/2018 4:22 PM","Adoption","Bowser","D180399","Dog"
"Bella","Healthy","8/10/2018 5:58 PM","Return to Owner","Bella","D180410","Dog"
"Pippy","Healthy","8/10/2018 6:01 PM","Return to Owner","Pippy","D180411","Dog"
"Mariposa","Healthy","8/11/2018 6:14 PM","Adoption","Mariposa","D180380","Dog"
"Snickers","Healthy","8/11/2018 6:18 PM","Adoption","Snickers","C180124","Cat"
"Gustav","Healthy","8/11/2018 6:23 PM","Adoption","Gustav","C180054","Cat"
"Lancelot","Healthy","8/11/2018 6:57 PM","Adoption","Lancelot","C180101","Cat"
"Bristol","Healthy","8/13/2018 3:12 AM","Adoption","Bristol","C180265","Cat"
"Buddie","Healthy","8/13/2018 3:14 AM","Adoption","Buddie","C180267","Cat"
"Dusty","Healthy","8/13/2018 3:32 PM","Adoption","Dusty","C180364","Cat"
"Mickey","Healthy","8/13/2018 3:34 PM","Adoption","Mickey","C180365","Cat"
"Rosie","Unhealthy and Untreatable","8/14/2018 4:02 PM","Transfer","Rosie","C180256","Cat"
"Bran","Unhealthy and Untreatable","8/14/2018 4:02 PM","Transfer","Bran","C180258","Cat"
"Carter","Healthy","8/14/2018 4:38 PM","Adoption","Carter","D180295","Dog"
"Aries","Healthy","8/14/2018 4:40 PM","Adoption","Aries","C180193","Cat"
"Opal","Healthy","8/14/2018 7:35 PM","Adoption","Opal","D180406","Dog"
"Jade","Healthy","8/14/2018 8:14 PM","Adoption","Jade","D180407","Dog"
"Pearl","Healthy","8/14/2018 8:18 PM","Adoption","Pearl","D180405","Dog"
