"Animal","Condition","Date","Type","Name","Rescue ID","Species"
"Diamond","Healthy","8/14/2018 8:20 PM","Adoption","Diamond","D180408","Dog"
"Bert","Healthy","8/16/2018 2:37 PM","Adoption","Bert","C180333","Cat"
"Taranis","Healthy","8/16/2018 9:34 PM","Adoption","Taranis","C180253","Cat"
"Reeses","Healthy","8/16/2018 9:38 PM","Adoption","Reeses","C180367","Cat"
"Sprinkles","Healthy","8/16/2018 9:39 PM","Adoption","Sprinkles","C180366","Cat"
"Gumdrop","Healthy","8/17/2018 2:42 PM","Adoption","Gumdrop","C180368","Cat"
"Peppermint Patty","Healthy","8/17/2018 2:51 PM","Adoption","Peppermint Patty","C180369","Cat"
"Malcolm","Healthy","8/17/2018 3:06 PM","Adoption","Malcolm","D170268","Dog"
"Louie","Healthy","8/17/2018 4:02 PM","Return to Owner","Louie","D180280","Dog"
"Sammy","Healthy","8/17/2018 4:03 PM","Return to Owner","Sammy","D180281","Dog"
"Jugee","Healthy","8/17/2018 4:05 PM","Return to Owner","Jugee","D180343","Dog"
"King Koopa","Healthy","8/17/2018 6:07 PM","Adoption","King Koopa","D180400","Dog"
"Odessa","Healthy","8/17/2018 8:34 PM","Adoption","Odessa","C180360","Cat"
"Monty","Healthy","8/17/2018 9:03 PM","Adoption","Monty","C180331","Cat"
"Zara","Healthy","8/18/2018 2:20 PM","Adoption","Zara","D180434","Dog"
"Hogan","Treatable - Rehabilitatable","8/18/2018 2:55 PM","Return to Owner","Hogan","D180427","Dog"
"Bailey","Healthy","8/18/2018 2:57 PM","Return to Owner","Bailey","D180430","Dog"
"Humphrey","Healthy","8/18/2018 3:14 PM","Return to Owner","Humphrey","D180428","Dog"
"Henry","Treatable - Manageable","8/18/2018 3:20 PM","Return to Owner","Henry","D180429","Dog"
"Cole","Healthy","8/18/2018 4:42 PM","Adoption","Cole","C160202","Cat"
"Amelie","Healthy","8/18/2018 5:54 PM","Adoption","Amelie","C180361","Cat"
"Punky","Healthy","8/18/2018 6:46 PM","Adoption","Punky","D180397","Dog"
"Elton","Healthy","8/19/2018 7:38 AM","Adoption","Elton","C180386","Cat"
"Rocky Raccoon","Healthy","8/19/2018 7:44 AM","Adoption","Rocky Raccoon","C180330","Cat"
"Shasta","Healthy","8/19/2018 1:50 PM","Adoption","Shasta","D180395","Dog"
"Maxwell","Healthy","8/19/2018 4:35 PM","Adoption","Maxwell","D180419","Dog"
"Millie","Healthy","8/19/2018 4:52 PM","Adoption","Millie","D180084","Dog"
"Topaz","Healthy","8/19/2018 5:13 PM","Adoption","Topaz","C180321","Cat"
"Skeeter","Healthy","8/19/2018 5:17 PM","Adoption","Skeeter","C180289","Cat"
"Midge","Healthy","8/19/2018 6:49 PM","Adoption","Midge","C180288","Cat"
"Kenny","Healthy","8/19/2018 6:59 PM","Adoption","Kenny","C180226","Cat"
"Darwin","Healthy","8/19/2018 7:03 PM","Adoption","Darwin","C180371","Cat"
"Chuckie","Healthy","8/21/2018 3:44 PM","Adoption","Chuckie","C180388","Cat"
"Dakota","Healthy","8/21/2018 4:09 PM","Adoption","Dakota","D180409","Dog"
"OJ","Healthy","8/21/2018 6:08 PM","Adoption","OJ","C180334","Cat"
"Eleanor","Healthy","8/22/2018 3:06 PM","Adoption","Eleanor","D180424","Dog"
"Maggie Mae","Healthy","8/22/2018 3:57 PM","Adoption","Maggie Mae","D180415","Dog"
"Wally","Healthy","8/22/2018 4:52 PM","Adoption","Wally","C180382","Cat"
"Chloe","Healthy","8/22/2018 6:07 PM","Adoption","Chloe","D180426","Dog"
"Agnes","Treatable - Manageable","8/22/2018 6:31 PM","Transfer","Agnes","D180443","Dog"
"Mew","Healthy","8/22/2018 9:17 PM","Adoption","Mew","C180264","Cat"
"Clyde","Healthy","8/22/2018 9:20 PM","Adoption","Clyde","C180119","Cat"
"Chipotle","Healthy","8/22/2018 9:22 PM","Adoption","Chipotle","C180300","Cat"
"Lennon","Healthy","8/23/2018 3:05 PM","Adoption","Lennon","D180416","Dog"
"Mimosa","Healthy","8/23/2018 3:07 PM","Adoption","Mimosa","C180336","Cat"
"Pippy","Healthy","8/23/2018 5:59 PM","Return to Owner","Pippy","D180411","Dog"
"Bella","Healthy","8/23/2018 5:59 PM","Return to Owner","Bella","D180410","Dog"
"Olivia","Healthy","8/23/2018 6:36 PM","Adoption","Olivia","D180081","Dog"
"Jeff","Healthy","8/24/2018 4:34 PM","Return to Owner","Jeff","D180412","Dog"
"Logan","Healthy","8/24/2018 6:18 PM","Adoption","Logan","D180435","Dog"
"Charlie","Healthy","8/24/2018 7:23 PM","Adoption","Charlie","D180425","Dog"
"Winslow","Healthy","8/25/2018 2:28 PM","Adoption","Winslow","C180372","Cat"
"Dexter","Healthy","8/25/2018 3:26 PM","Adoption","Dexter","C180139","Cat"
"Bing Clawsby","Healthy","8/25/2018 3:28 PM","Adoption","Bing Clawsby","C180359","Cat"
"Java","Healthy","8/25/2018 4:20 PM","Adoption","Java","C180209","Cat"
"TJ","Healthy","8/25/2018 5:26 PM","Return to Owner","TJ","D180264","Dog"
"Susie","Healthy","8/25/2018 5:42 PM","Return to Owner","Susie","D180263","Dog"
"Shep","Healthy","8/25/2018 5:42 PM","Return to Owner","Shep","D180446","Dog"
"Loki","Healthy","8/26/2018 2:27 PM","Adoption","Loki","C180394","Cat"
"Rocky","Healthy","8/26/2018 4:24 PM","Return to Owner","Rocky","D150126","Dog"
"Layla","Healthy","8/26/2018 6:09 PM","Adoption","Layla","D180436","Dog"
"Beck","Healthy","8/27/2018 3:31 PM","Transfer","Beck","D180452","Dog"
"Missy","Healthy","8/27/2018 6:55 PM","Return to Owner","Missy","D170213","Dog"
"Minerva","Healthy","8/28/2018 7:58 AM","Adoption","Minerva","C180317","Cat"
"Sampson","Treatable - Manageable","8/28/2018 11:46 AM","Transfer","Sampson","C180257","Cat"
"Danu","Treatable - Manageable","8/28/2018 11:49 AM","Transfer","Danu","C180255","Cat"
"Rango","Healthy","8/28/2018 8:27 PM","Adoption","Rango","D180431","Dog"
"Turtle","Treatable - Rehabilitatable","8/29/2018 5:39 PM","Transfer","Turtle","C180406","Cat"
"DJ","Healthy","8/29/2018 9:18 PM","Adoption","DJ","C180316","Cat"
"Avery","Healthy","8/30/2018 10:01 AM","Return to Owner","Avery","D180459","Dog"
"Fern","Healthy","8/30/2018 10:03 AM","Return to Owner","Fern","D180458","Dog"
"Thomas","Healthy","8/30/2018 6:14 PM","Adoption","Thomas","C180282","Cat"
"Donnie","Healthy","8/30/2018 7:54 PM","Adoption","Donnie","C180181","Cat"
"Queenie","Healthy","8/30/2018 8:50 PM","Adoption","Queenie","D110010","Dog"
"Darley","Healthy","8/30/2018 8:50 PM","Adoption","Darley","C180370","Cat"
"Astor","Healthy","8/31/2018 2:52 PM","Adoption","Astor","D180445","Dog"
"Pip","Healthy","8/31/2018 2:53 PM","Adoption","Pip","D180442","Dog"
"Honey Pie","Healthy","8/31/2018 4:43 PM","Adoption","Honey Pie","D180413","Dog"
"Lucky","Healthy","8/31/2018 5:32 PM","Adoption","Lucky","D180444","Dog"
"Humphrey","Healthy","8/31/2018 7:37 PM","Adoption","Humphrey","D180428","Dog"
"Lulu","Healthy","8/31/2018 8:37 PM","Adoption","Lulu","D180437","Dog"
"Milo","Healthy","8/31/2018 9:07 PM","Adoption","Milo","C180310","Cat"
"Rosa","Healthy","9/1/2018 10:08 AM","Adoption","Rosa","C180373","Cat"
"Citrine","Healthy","9/1/2018 10:09 AM","Adoption","Citrine","C180320","Cat"
"Katrina","Healthy","9/1/2018 3:01 PM","Adoption","Katrina","C180136","Cat"
"Charles","Healthy","9/1/2018 3:05 PM","Adoption","Charles","C180383","Cat"
"Ella","Healthy","9/1/2018 4:00 PM","Adoption","Ella","C180405","Cat"
"Marvin","Healthy","9/1/2018 5:30 PM","Adoption","Marvin","C180384","Cat"
"Selena","Healthy","9/2/2018 9:57 AM","Adoption","Selena","C180385","Cat"
"Twilight","Healthy","9/2/2018 9:59 AM","Adoption","Twilight","C180391","Cat"
"Diana","Healthy","9/2/2018 10:04 AM","Adoption","Diana","C180319","Cat"
"Gertrude","Unhealthy and Untreatable","9/2/2018 2:22 PM","Transfer","Gertrude","C180412","Cat"
"Kona","Healthy","9/2/2018 4:24 PM","Return to Owner","Kona","D110029","Dog"
"Kayleigh","Healthy","9/2/2018 6:40 PM","Adoption","Kayleigh","C180395","Cat"
"Mary","Healthy","9/3/2018 1:27 AM","Adoption","Mary","C180236","Cat"
"Kaa","Healthy","9/4/2018 11:54 AM","Adoption","Kaa","C180154","Cat"
"Cloud","Treatable - Rehabilitatable","9/4/2018 6:37 PM","Return to Owner","Cloud","C180329","Cat"
"Storm","Healthy","9/4/2018 6:46 PM","Adoption","Storm","C180413","Cat"
"Spanky","Healthy","9/4/2018 9:06 PM","Return to Owner","Spanky","D170287","Dog"
"Layna","Healthy","9/4/2018 9:07 PM","Return to Owner","Layna","D170288","Dog"
"Mr. Mustard","Healthy","9/5/2018 1:58 PM","Adoption","Mr. Mustard","D180414","Dog"
"Hogan","Healthy","9/5/2018 2:40 PM","Adoption","Hogan","D180427","Dog"
"TJ","Healthy","9/5/2018 4:56 PM","Adoption","TJ","D180264","Dog"
"Baby D","Healthy","9/5/2018 5:18 PM","Return to Owner","Baby D","D180165","Dog"
"Spade","Healthy","9/5/2018 7:03 PM","Adoption","Spade","C180146","Cat"
"Shadow","Healthy","9/5/2018 7:04 PM","Adoption","Shadow","D180462","Dog"
"Quinn","Healthy","9/6/2018 11:31 AM","Return to Owner","Quinn","C180314","Cat"
"Shammy","Healthy","9/6/2018 3:23 PM","Adoption","Shammy","C180213","Cat"
"Mango","Healthy","9/6/2018 5:55 PM","Adoption","Mango","C180393","Cat"
"Ace","Healthy","9/6/2018 7:36 PM","Adoption","Ace","D180456","Dog"
"Popeye","Healthy","9/6/2018 7:58 PM","Adoption","Popeye","D180439","Dog"
"Joker","Healthy","9/7/2018 2:32 PM","Return to Owner","Joker","C180313","Cat"
"Holly","Healthy","9/7/2018 7:16 PM","Adoption","Holly","D180461","Dog"
"Murdoc","Healthy","9/7/2018 7:22 PM","Adoption","Murdoc","D180455","Dog"
"Cali","Healthy","9/7/2018 7:24 PM","Adoption","Cali","C180397","Cat"
"Ludwig","Healthy","9/8/2018 1:03 PM","Return to Owner","Ludwig","C180345","Cat"
"Pumpkin Spice","Healthy","9/8/2018 2:05 PM","Adoption","Pumpkin Spice","D180471","Dog"
"Alice","Healthy","9/8/2018 3:24 PM","Adoption","Alice","D180464","Dog"
"Khloe","Healthy","9/8/2018 3:26 PM","Adoption","Khloe","D180463","Dog"
"Harley","Treatable - Manageable","9/8/2018 7:13 PM","Adoption","Harley","C100100","Cat"
"Garcia","Healthy","9/9/2018 1:54 PM","Transfer","Garcia","D180474","Dog"
"Sadie","Healthy","9/9/2018 4:22 PM","Adoption","Sadie","D180432","Dog"
"Benny","Healthy","9/9/2018 4:49 PM","Adoption","Benny","D180465","Dog"
"Sgt. Pepper","Healthy","9/9/2018 5:06 PM","Adoption","Sgt. Pepper","D180421","Dog"
"Russel","Healthy","9/9/2018 5:09 PM","Adoption","Russel","D180454","Dog"
"Henry","Treatable - Rehabilitatable","9/9/2018 6:58 PM","Return to Owner","Henry","D180429","Dog"
"Lude","Healthy","9/10/2018 8:06 AM","Adoption","Lude","C180398","Cat"
"Molly","Healthy","9/10/2018 2:14 PM","Adoption","Molly","C180304","Cat"
"Benjamin Button","Healthy","9/10/2018 2:21 PM","Return to Owner","Benjamin Button","D180475","Dog"
"India","Healthy","9/10/2018 5:49 PM","Transfer","India","C180416","Cat"
"Cookie Monster","Healthy","9/10/2018 7:29 PM","Adoption","Cookie Monster","D180466","Dog"
"Penny","Healthy","9/11/2018 4:58 PM","Return to Owner","Penny","D150073","Dog"
"Noodle","Healthy","9/11/2018 7:49 PM","Adoption","Noodle","D180453","Dog"
"Sherlock","Healthy","9/11/2018 8:12 PM","Adoption","Sherlock","D180472","Dog"
"Cyrus","Treatable - Manageable","9/12/2018 1:53 PM","Transfer","Cyrus","D180477","Dog"
"Desmond","Treatable - Rehabilitatable","9/12/2018 4:46 PM","Adoption","Desmond","D180417","Dog"
"Martha","Healthy","9/12/2018 5:33 PM","Adoption","Martha","D180423","Dog"
"Watson","Healthy","9/13/2018 5:44 PM","Adoption","Watson","D180473","Dog"
"Stevie","Healthy","9/13/2018 5:46 PM","Adoption","Stevie","C180417","Cat"
"Charles","Treatable - Manageable","9/13/2018 5:49 PM","Transfer","Charles","D180438","Dog"
"Jill","Healthy","9/13/2018 8:34 PM","Return to Owner","Jill","C180346","Cat"
"Rico","Healthy","9/13/2018 8:40 PM","Return to Owner","Rico","C180347","Cat"
"Ricky","Healthy","9/14/2018 4:24 PM","Adoption","Ricky","C180389","Cat"
"Kimi","Healthy","9/14/2018 6:48 PM","Adoption","Kimi","C180387","Cat"
"Bonita","Healthy","9/14/2018 8:35 PM","Adoption","Bonita","C180404","Cat"
"Odie","Healthy","9/14/2018 8:41 PM","Adoption","Odie","D180478","Dog"
"Cliff","Treatable - Manageable","9/15/2018 4:22 PM","Adoption","Cliff","C180414","Cat"
"Bowie","Healthy","9/15/2018 5:40 PM","Adoption","Bowie","D180481","Dog"
"Petunia","Healthy","9/16/2018 7:58 AM","Adoption","Petunia","C180220","Cat"
"Justice","Healthy","9/16/2018 4:06 PM","Return to Owner","Justice","D180488","Dog"
"Kona","Healthy","9/16/2018 4:25 PM","Return to Owner","Kona","D110029","Dog"
"Baby","Healthy","9/16/2018 4:58 PM","Adoption","Baby","C180426","Cat"
"India","Healthy","9/16/2018 5:29 PM","Adoption","India","C180416","Cat"
"Blanca","Unhealthy and Untreatable","9/16/2018 5:55 PM","Transfer","Blanca","D180489","Dog"
"Meg","Healthy","9/16/2018 6:22 PM","Adoption","Meg","C180294","Cat"
"Darla","Healthy","9/16/2018 6:24 PM","Adoption","Darla","C180295","Cat"
"Yoda","Healthy","9/16/2018 6:58 PM","Adoption","Yoda","C180287","Cat"
"Clover","Healthy","9/17/2018 9:58 AM","Adoption","Clover","C180211","Cat"
"Amelia","Healthy","9/17/2018 10:08 AM","Adoption","Amelia","C180305","Cat"
"Arizella","Healthy","9/17/2018 10:17 AM","Adoption","Arizella","C180221","Cat"
"Toto","Healthy","9/17/2018 4:15 PM","Adoption","Toto","D180457","Dog"
"Mustang","Healthy","9/18/2018 7:02 PM","Adoption","Mustang","D180468","Dog"
"Biscuit","Healthy","9/18/2018 7:06 PM","Adoption","Biscuit","D180480","Dog"
"Bridget","Healthy","9/18/2018 7:26 PM","Adoption","Bridget","D180479","Dog"
"Charles","Treatable - Manageable","9/19/2018 2:25 PM","Adoption","Charles","D180438","Dog"
"Chuck","Healthy","9/19/2018 7:49 PM","Adoption","Chuck","D180418","Dog"
"Spencer","Healthy","9/20/2018 3:14 PM","Adoption","Spencer","D180402","Dog"
"Charly","Healthy","9/20/2018 5:39 PM","Return to Owner","Charly","D180485","Dog"
"Bella","Healthy","9/20/2018 5:41 PM","Return to Owner","Bella","D180484","Dog"
"Kaiba","Healthy","9/21/2018 11:56 AM","Adoption","Kaiba","D180476","Dog"
"Elsie","Healthy","9/21/2018 11:58 AM","Adoption","Elsie","C180293","Cat"
"Lunes","Healthy","9/21/2018 12:00 PM","Adoption","Lunes","C180376","Cat"
"Sampson","Healthy","9/21/2018 12:03 PM","Adoption","Sampson","C180291","Cat"
"Shelly","Healthy","9/21/2018 12:06 PM","Adoption","Shelly","C180292","Cat"
"Diana","Healthy","9/21/2018 3:39 PM","Adoption","Diana","C180319","Cat"
"Martes","Healthy","9/21/2018 7:13 PM","Adoption","Martes","C180375","Cat"
"Chaplin","Healthy","9/21/2018 7:20 PM","Adoption","Chaplin","C180410","Cat"
"Budda","Treatable - Manageable","9/21/2018 8:14 PM","Adoption","Budda","D160237","Dog"
"Ginger","Healthy","9/22/2018 11:36 AM","Adoption","Ginger","C180396","Cat"
"Lucy","Healthy","9/22/2018 2:18 PM","Adoption","Lucy","D180486","Dog"
"Ramen","Healthy","9/22/2018 3:11 PM","Adoption","Ramen","C180411","Cat"
"Rosie","Healthy","9/22/2018 3:41 PM","Adoption","Rosie","D180433","Dog"
"Blaze","Healthy","9/22/2018 4:37 PM","Return to Owner","Blaze","D180447","Dog"
"Mamas","Healthy","9/22/2018 4:39 PM","Return to Owner","Mamas","D180448","Dog"
"Macho","Healthy","9/22/2018 5:11 PM","Transfer","Macho","D180503","Dog"
"Vesta","Healthy","9/22/2018 7:14 PM","Adoption","Vesta","C180318","Cat"
"Citrine","Healthy","9/23/2018 1:45 PM","Adoption","Citrine","C180320","Cat"
"Francis","Healthy","9/23/2018 3:03 PM","Adoption","Francis","C180419","Cat"
"Toby","Treatable - Manageable","9/23/2018 4:17 PM","Transfer","Toby","D180504","Dog"
"Ricky","Treatable - Manageable","9/23/2018 4:19 PM","Transfer","Ricky","D180505","Dog"
"Julio","Healthy","9/23/2018 4:48 PM","Adoption","Julio","C180415","Cat"
"Magenta","Healthy","9/23/2018 5:09 PM","Return to Owner","Magenta","C160122","Cat"
"Riff Raff","Healthy","9/23/2018 5:09 PM","Return to Owner","Riff Raff","C160124","Cat"
"Stormy","Healthy","9/24/2018 2:23 PM","Adoption","Stormy","D180389","Dog"
"Hydii","Healthy","9/24/2018 7:01 PM","Return to Owner","Hydii","D180498","Dog"
"Spanky","Healthy","9/25/2018 5:46 PM","Return to Owner","Spanky","D170287","Dog"
"Layna","Healthy","9/25/2018 5:48 PM","Return to Owner","Layna","D170288","Dog"
"Andromeda","Healthy","9/25/2018 8:04 PM","Adoption","Andromeda","C180249","Cat"
"Giovanni","Healthy","9/25/2018 8:05 PM","Adoption","Giovanni","C180281","Cat"
"Sassy","Healthy","9/26/2018 7:31 AM","Adoption","Sassy","C180428","Cat"
"Gideon","Healthy","9/26/2018 6:09 PM","Adoption","Gideon","D180420","Dog"
"Simba","Healthy","9/27/2018 3:40 PM","Adoption","Simba","C180379","Cat"
"Henley","Healthy","9/27/2018 3:42 PM","Adoption","Henley","C180418","Cat"
"Fancy Pants","Healthy","9/27/2018 3:51 PM","Adoption","Fancy Pants","C180390","Cat"
"Mercy","Healthy","9/28/2018 3:33 PM","Adoption","Mercy","D180492","Dog"
"Mokuba","Healthy","9/28/2018 3:36 PM","Adoption","Mokuba","D180483","Dog"
"Delilah","Healthy","9/28/2018 4:02 PM","Adoption","Delilah","D180487","Dog"
"Kovu","Healthy","9/28/2018 6:47 PM","Adoption","Kovu","C180381","Cat"
"Snow","Healthy","9/28/2018 6:55 PM","Adoption","Snow","C180342","Cat"
"Rider","Healthy","9/28/2018 7:29 PM","Transfer","Rider","D180512","Dog"
"Dallas","Healthy","9/28/2018 7:32 PM","Transfer","Dallas","D180513","Dog"
"Morty","Healthy","9/28/2018 8:37 PM","Adoption","Morty","D180511","Dog"
"Bob","Healthy","9/28/2018 8:43 PM","Adoption","Bob","C180422","Cat"
"Peter Pan","Healthy","9/29/2018 3:52 PM","Adoption","Peter Pan","D170333","Dog"
"TPD Stray","Healthy","9/29/2018 3:55 PM","Transfer","TPD Stray","D180514","Dog"
"Popeye","Healthy","9/29/2018 3:57 PM","Adoption","Popeye","D180439","Dog"
"Doc","Healthy","9/29/2018 4:00 PM","Adoption","Doc","C180344","Cat"
"Percy","Healthy","9/29/2018 6:41 PM","Adoption","Percy","C180430","Cat"
"Nemo","Healthy","9/29/2018 7:28 PM","Adoption","Nemo","D180507","Dog"
"Squeaker","Healthy","9/30/2018 1:50 PM","Adoption","Squeaker","D180501","Dog"
"Kiara","Healthy","9/30/2018 3:35 PM","Adoption","Kiara","C180380","Cat"
"Dot","Healthy","9/30/2018 5:02 PM","Adoption","Dot","D180502","Dog"
"Squishy","Healthy","9/30/2018 5:04 PM","Adoption","Squishy","D180500","Dog"
"Sushi","Healthy","10/2/2018 8:32 AM","Adoption","Sushi","C180377","Cat"
"Nori","Healthy","10/2/2018 8:38 AM","Adoption","Nori","C180378","Cat"
"Chester","Healthy","10/2/2018 3:40 PM","Adoption","Chester","D180510","Dog"
"Tahini","Healthy","10/2/2018 4:55 PM","Return to Owner","Tahini","D180515","Dog"
"Vlad","Healthy","10/3/2018 4:13 PM","Adoption","Vlad","C180432","Cat"
"Oliver","Healthy","10/4/2018 9:20 AM","Adoption","Oliver","C180308","Cat"
"Hannah","Healthy","10/4/2018 4:03 PM","Adoption","Hannah","C180326","Cat"
"Macy","Healthy","10/4/2018 4:06 PM","Adoption","Macy","C180440","Cat"
"Washington Dog 1","Healthy","10/4/2018 4:15 PM","Return to Owner","Washington Dog 1","D180523","Dog"
"Bowie","Healthy","10/4/2018 5:18 PM","Adoption","Bowie","D180481","Dog"
"Sterling","Healthy","10/4/2018 6:22 PM","Adoption","Sterling","C180427","Cat"
"Mouse","Healthy","10/4/2018 6:34 PM","Adoption","Mouse","C180437","Cat"
"Denver","Healthy","10/4/2018 6:59 PM","Adoption","Denver","D180299","Dog"
"Pluto","Unhealthy and Untreatable","10/4/2018 7:00 PM","Transfer","Pluto","D180509","Dog"
"Siva","Healthy","10/4/2018 7:29 PM","Adoption","Siva","C180341","Cat"
"Laverne","Healthy","10/4/2018 7:35 PM","Adoption","Laverne","C180438","Cat"
"Lizzy","Treatable - Manageable","10/4/2018 7:52 PM","Adoption","Lizzy","D180422","Dog"
"Sada","Healthy","10/4/2018 9:06 PM","Adoption","Sada","C180339","Cat"
"Sally","Unhealthy and Untreatable","10/5/2018 2:05 PM","Euthanasia","Sally","C180454","Cat"
"Barbara","Treatable - Manageable","10/5/2018 4:00 PM","Return to Owner","Barbara","D180524","Dog"
"Tempe PD Stray","Healthy","10/5/2018 5:45 PM","Return to Owner","Tempe PD Stray","D180531","Dog"
"Shadow","Healthy","10/5/2018 6:53 PM","Adoption","Shadow","C170437","Cat"
"Jackson","Healthy","10/5/2018 8:21 PM","Adoption","Jackson","C180327","Cat"
"Woody","Healthy","10/5/2018 8:26 PM","Adoption","Woody","D180391","Dog"
"Gizma","Healthy","10/5/2018 8:56 PM","Adoption","Gizma","D180467","Dog"
"Allura","Treatable - Manageable","10/5/2018 9:04 PM","Adoption","Allura","D180518","Dog"
"Sawyer","Healthy","10/6/2018 1:50 PM","Adoption","Sawyer","C180450","Cat"
"Hershey","Healthy","10/6/2018 2:31 PM","Adoption","Hershey","D180506","Dog"
"Alfie","Healthy","10/6/2018 5:02 PM","Adoption","Alfie","C170474","Cat"
"Church","Healthy","10/6/2018 5:08 PM","Transfer","Church","D180533","Dog"
"Jasmine","Healthy","10/6/2018 6:22 PM","Adoption","Jasmine","D180490","Dog"
"Noir","Healthy","10/7/2018 5:29 PM","Adoption","Noir","C180338","Cat"
"Biely","Healthy","10/7/2018 5:46 PM","Adoption","Biely","C180340","Cat"
"Bella","Healthy","10/7/2018 6:49 PM","Adoption","Bella","C180431","Cat"
"Buzz","Healthy","10/8/2018 12:31 PM","Adoption","Buzz","D180394","Dog"
"Paris","Healthy","10/8/2018 1:41 PM","Return to Owner","Paris","D170241","Dog"
"Khloe","Healthy","10/8/2018 3:33 PM","Return to Owner","Khloe","D180491","Dog"
"Rip","Healthy","10/8/2018 3:33 PM","Return to Owner","Rip","C180435","Cat"
"Louise","Healthy","10/8/2018 7:03 PM","Adoption","Louise","C180285","Cat"
"Boomer","Healthy","10/9/2018 2:37 PM","Adoption","Boomer","D180539","Dog"
"Raven","Healthy","10/9/2018 5:37 PM","Adoption","Raven","C180306","Cat"
"Chips","Healthy","10/9/2018 8:25 PM","Adoption","Chips","C160395","Cat"
"Travis","Healthy","10/9/2018 8:29 PM","Adoption","Travis","D180499","Dog"
"Jessie","Healthy","10/12/2018 3:27 PM","Adoption","Jessie","D180392","Dog"
"Francis","Healthy","10/12/2018 4:30 PM","Adoption","Francis","C180419","Cat"
"Bo Peep","Healthy","10/12/2018 4:39 PM","Adoption","Bo Peep","D180390","Dog"
"Tempe PD Cat 1","Healthy","10/12/2018 4:44 PM","Transfer","Tempe PD Cat 1","C180472","Cat"
"Summit","Healthy","10/12/2018 4:45 PM","Transfer","Summit","D180543","Dog"
"Tahini","Healthy","10/12/2018 8:55 PM","Adoption","Tahini","D180520","Dog"
"Blue","Healthy","10/13/2018 1:28 PM","Return to Owner","Blue","D180517","Dog"
"Ruben","Healthy","10/13/2018 2:52 PM","Adoption","Ruben","D180530","Dog"
"Pepper","Healthy","10/13/2018 5:50 PM","Return to Owner","Pepper","D140001","Dog"
"Lily","Treatable - Manageable","10/13/2018 6:47 PM","Adoption","Lily","D180535","Dog"
"Rigby","Healthy","10/14/2018 2:29 PM","Adoption","Rigby","D180536","Dog"
"Wittle","Healthy","10/14/2018 3:52 PM","Adoption","Wittle","C180434","Cat"
"Pugsley","Healthy","10/14/2018 5:03 PM","Adoption","Pugsley","C180464","Cat"
"Usagi","Healthy","10/14/2018 5:31 PM","Adoption","Usagi","D180542","Dog"
"Marlin","Healthy","10/14/2018 6:53 PM","Adoption","Marlin","D180508","Dog"
"Stormy","Unhealthy and Untreatable","10/15/2018 12:37 PM","Euthanasia","Stormy","C180324","Cat"
"Chance","Unhealthy and Untreatable","10/15/2018 6:12 PM","Transfer","Chance","D180207","Dog"
"Rocket","Healthy","10/16/2018 4:10 PM","Adoption","Rocket","D180541","Dog"
"Shoe","Healthy","10/16/2018 6:08 PM","Adoption","Shoe","C180206","Cat"
"Penny","Healthy","10/16/2018 7:25 PM","Adoption","Penny","D180549","Dog"
"Trixie","Healthy","10/16/2018 8:45 PM","Adoption","Trixie","D180393","Dog"
"Pugsley","Healthy","10/16/2018 8:45 PM","Adoption","Pugsley","C180464","Cat"
"Orion","Healthy","10/18/2018 3:25 PM","Return to Owner","Orion","D180552","Dog"
"Duke","Healthy","10/18/2018 3:25 PM","Return to Owner","Duke","D180551","Dog"
"Dexter","Healthy","10/18/2018 5:40 PM","Adoption","Dexter","C180139","Cat"
"Birch","Healthy","10/18/2018 9:05 PM","Adoption","Birch","C180147","Cat"
"Coco","Healthy","10/19/2018 5:37 PM","Adoption","Coco","D180550","Dog"
"Ruffles","Healthy","10/19/2018 6:18 PM","Adoption","Ruffles","C180095","Cat"
"Squidward","Healthy","10/19/2018 7:37 PM","Adoption","Squidward","C180460","Cat"
"Lurch","Healthy","10/19/2018 8:12 PM","Adoption","Lurch","C180465","Cat"
